measurement_pk,condition_pk,condition_label,setup_date,experiment_location
TRAMEA000322,TRACON000002,maintenance,,
TRAMEA000323,TRACON000001,test,,
TRAMEA000323,TRACON000002,maintenance,,
TRAMEA000324,TRACON000001,test,,
TRAMEA000324,TRACON000002,maintenance,,
TRAMEA000325,TRACON000001,test,,
TRAMEA000325,TRACON000002,maintenance,,
TRAMEA000326,TRACON000001,test,,
TRAMEA000326,TRACON000002,maintenance,,
TRAMEA000327,TRACON000001,test,,
TRAMEA000327,TRACON000002,maintenance,,
TRAMEA000328,TRACON000001,test,,
TRAMEA000328,TRACON000002,maintenance,,
TRAMEA000329,TRACON000001,test,,
TRAMEA000329,TRACON000002,maintenance,,
TRAMEA000330,TRACON000001,test,,
TRAMEA000330,TRACON000002,maintenance,,
TRAMEA000331,TRACON000001,test,,
TRAMEA000331,TRACON000002,maintenance,,
TRAMEA000332,TRACON000001,test,,
TRAMEA000332,TRACON000002,maintenance,,
TRAMEA000333,TRACON000001,test,,
TRAMEA000333,TRACON000002,maintenance,,
TRAMEA000334,TRACON000001,test,,
TRAMEA000334,TRACON000002,maintenance,,
TRAMEA000335,TRACON000001,test,,
TRAMEA000335,TRACON000002,maintenance,,
TRAMEA000336,TRACON000001,test,,
TRAMEA000336,TRACON000002,maintenance,,
TRAMEA000337,TRACON000001,test,,
TRAMEA000337,TRACON000002,maintenance,,
TRAMEA000338,TRACON000001,test,,
TRAMEA000338,TRACON000002,maintenance,,
TRAMEA000339,TRACON000001,test,,
TRAMEA000339,TRACON000002,maintenance,,
TRAMEA000340,TRACON000001,test,,
TRAMEA000340,TRACON000002,maintenance,,
TRAMEA000341,TRACON000001,test,,
TRAMEA000341,TRACON000002,maintenance,,
TRAMEA000342,TRACON000001,test,,
TRAMEA000342,TRACON000002,maintenance,,
TRAMEA000343,TRACON000001,test,,
TRAMEA000343,TRACON000002,maintenance,,
TRAMEA000344,TRACON000001,test,,
TRAMEA000344,TRACON000002,maintenance,,
TRAMEA000345,TRACON000001,test,,
TRAMEA000345,TRACON000002,maintenance,,
TRAMEA000346,TRACON000001,test,,
TRAMEA000346,TRACON000002,maintenance,,
TRAMEA000347,TRACON000001,test,,
TRAMEA000347,TRACON000002,maintenance,,
TRAMEA000348,TRACON000001,test,,
TRAMEA000348,TRACON000002,maintenance,,
TRAMEA000349,TRACON000001,test,,
TRAMEA000349,TRACON000002,maintenance,,
TRAMEA000350,TRACON000001,test,,
TRAMEA000350,TRACON000002,maintenance,,
TRAMEA000351,TRACON000001,test,,
TRAMEA000351,TRACON000002,maintenance,,
TRAMEA000352,TRACON000001,test,,
TRAMEA000352,TRACON000002,maintenance,,
TRAMEA000353,TRACON000001,test,,
TRAMEA000353,TRACON000002,maintenance,,
TRAMEA000354,TRACON000001,test,,
TRAMEA000354,TRACON000002,maintenance,,
TRAMEA000355,TRACON000001,test,,
TRAMEA000355,TRACON000002,maintenance,,
TRAMEA000356,TRACON000001,test,,
TRAMEA000356,TRACON000002,maintenance,,
TRAMEA000357,TRACON000001,test,,
TRAMEA000357,TRACON000002,maintenance,,
TRAMEA000358,TRACON000001,test,,
TRAMEA000358,TRACON000002,maintenance,,
TRAMEA000359,TRACON000001,test,,
TRAMEA000359,TRACON000002,maintenance,,
TRAMEA000360,TRACON000001,test,,
TRAMEA000360,TRACON000002,maintenance,,
TRAMEA000361,TRACON000001,test,,
TRAMEA000361,TRACON000002,maintenance,,
TRAMEA000362,TRACON000001,test,,
TRAMEA000362,TRACON000002,maintenance,,
TRAMEA000363,TRACON000001,test,,
TRAMEA000363,TRACON000002,maintenance,,
TRAMEA000364,TRACON000001,test,,
TRAMEA000364,TRACON000002,maintenance,,
TRAMEA000365,TRACON000001,test,,
TRAMEA000365,TRACON000002,maintenance,,
TRAMEA000366,TRACON000001,test,,
TRAMEA000366,TRACON000002,maintenance,,
TRAMEA000367,TRACON000001,test,,
TRAMEA000367,TRACON000002,maintenance,,
TRAMEA000368,TRACON000001,test,,
TRAMEA000368,TRACON000002,maintenance,,
TRAMEA000369,TRACON000001,test,,
TRAMEA000369,TRACON000002,maintenance,,
TRAMEA000370,TRACON000001,test,,
TRAMEA000370,TRACON000002,maintenance,,
TRAMEA000371,TRACON000001,test,,
TRAMEA000371,TRACON000002,maintenance,,
TRAMEA000372,TRACON000001,test,,
TRAMEA000372,TRACON000002,maintenance,,
TRAMEA000373,TRACON000001,test,,
TRAMEA000373,TRACON000002,maintenance,,
TRAMEA000374,TRACON000001,test,,
TRAMEA000374,TRACON000002,maintenance,,
TRAMEA000375,TRACON000001,test,,
TRAMEA000375,TRACON000002,maintenance,,
TRAMEA000376,TRACON000001,test,,
TRAMEA000376,TRACON000002,maintenance,,
TRAMEA000377,TRACON000001,test,,
TRAMEA000377,TRACON000002,maintenance,,
TRAMEA000378,TRACON000001,test,,
TRAMEA000378,TRACON000002,maintenance,,
TRAMEA000379,TRACON000001,test,,
TRAMEA000379,TRACON000002,maintenance,,
TRAMEA000380,TRACON000001,test,,
TRAMEA000380,TRACON000002,maintenance,,
TRAMEA000381,TRACON000001,test,,
TRAMEA000381,TRACON000002,maintenance,,
TRAMEA000382,TRACON000001,test,,
TRAMEA000382,TRACON000002,maintenance,,
TRAMEA000383,TRACON000001,test,,
TRAMEA000383,TRACON000002,maintenance,,
TRAMEA000384,TRACON000001,test,,
TRAMEA000384,TRACON000002,maintenance,,
TRAMEA000385,TRACON000001,test,,
TRAMEA000385,TRACON000002,maintenance,,
TRAMEA000386,TRACON000001,test,,
TRAMEA000386,TRACON000002,maintenance,,
TRAMEA000387,TRACON000001,test,,
TRAMEA000387,TRACON000002,maintenance,,
TRAMEA000388,TRACON000001,test,,
TRAMEA000388,TRACON000002,maintenance,,
TRAMEA000389,TRACON000001,test,,
TRAMEA000389,TRACON000002,maintenance,,
TRAMEA000390,TRACON000001,test,,
TRAMEA000390,TRACON000002,maintenance,,
TRAMEA000391,TRACON000001,test,,
TRAMEA000391,TRACON000002,maintenance,,
TRAMEA000392,TRACON000001,test,,
TRAMEA000392,TRACON000002,maintenance,,
TRAMEA000393,TRACON000001,test,,
TRAMEA000393,TRACON000002,maintenance,,
TRAMEA000394,TRACON000001,test,,
TRAMEA000394,TRACON000002,maintenance,,
TRAMEA000395,TRACON000001,test,,
TRAMEA000395,TRACON000002,maintenance,,
TRAMEA000396,TRACON000001,test,,
TRAMEA000396,TRACON000002,maintenance,,
TRAMEA000397,TRACON000001,test,,
TRAMEA000397,TRACON000002,maintenance,,
TRAMEA000398,TRACON000001,test,,
TRAMEA000398,TRACON000002,maintenance,,
TRAMEA000399,TRACON000001,test,,
TRAMEA000399,TRACON000002,maintenance,,
TRAMEA000400,TRACON000001,test,,
TRAMEA000400,TRACON000002,maintenance,,
TRAMEA000401,TRACON000001,test,,
TRAMEA000401,TRACON000002,maintenance,,
TRAMEA000402,TRACON000001,test,,
TRAMEA000402,TRACON000002,maintenance,,
TRAMEA000403,TRACON000001,test,,
TRAMEA000403,TRACON000002,maintenance,,
TRAMEA000404,TRACON000001,test,,
TRAMEA000404,TRACON000002,maintenance,,
TRAMEA000405,TRACON000001,test,,
TRAMEA000405,TRACON000002,maintenance,,
TRAMEA000406,TRACON000001,test,,
TRAMEA000406,TRACON000002,maintenance,,
TRAMEA000407,TRACON000001,test,,
TRAMEA000407,TRACON000002,maintenance,,
TRAMEA000408,TRACON000001,test,,
TRAMEA000408,TRACON000002,maintenance,,
TRAMEA000409,TRACON000001,test,,
TRAMEA000409,TRACON000002,maintenance,,
TRAMEA000410,TRACON000001,test,,
TRAMEA000410,TRACON000002,maintenance,,
TRAMEA000411,TRACON000001,test,,
TRAMEA000411,TRACON000002,maintenance,,
TRAMEA000412,TRACON000001,test,,
TRAMEA000412,TRACON000002,maintenance,,
TRAMEA000413,TRACON000001,test,,
TRAMEA000413,TRACON000002,maintenance,,
TRAMEA000414,TRACON000001,test,,
TRAMEA000414,TRACON000002,maintenance,,
TRAMEA000415,TRACON000001,test,,
TRAMEA000415,TRACON000002,maintenance,,
TRAMEA000416,TRACON000001,test,,
TRAMEA000416,TRACON000002,maintenance,,
TRAMEA000417,TRACON000001,test,,
TRAMEA000417,TRACON000002,maintenance,,
TRAMEA000418,TRACON000001,test,,
TRAMEA000418,TRACON000002,maintenance,,
TRAMEA000419,TRACON000001,test,,
TRAMEA000419,TRACON000002,maintenance,,
TRAMEA000420,TRACON000001,test,,
TRAMEA000420,TRACON000002,maintenance,,
TRAMEA000421,TRACON000001,test,,
TRAMEA000421,TRACON000002,maintenance,,
TRAMEA000422,TRACON000001,test,,
TRAMEA000422,TRACON000002,maintenance,,
TRAMEA000423,TRACON000001,test,,
TRAMEA000423,TRACON000002,maintenance,,
TRAMEA000424,TRACON000001,test,,
TRAMEA000424,TRACON000002,maintenance,,
TRAMEA000425,TRACON000001,test,,
TRAMEA000425,TRACON000002,maintenance,,
TRAMEA000426,TRACON000001,test,,
TRAMEA000426,TRACON000002,maintenance,,
TRAMEA000427,TRACON000001,test,,
TRAMEA000427,TRACON000002,maintenance,,
TRAMEA000428,TRACON000001,test,,
TRAMEA000428,TRACON000002,maintenance,,
TRAMEA000429,TRACON000001,test,,
TRAMEA000429,TRACON000002,maintenance,,
TRAMEA000430,TRACON000001,test,,
TRAMEA000430,TRACON000002,maintenance,,
TRAMEA000431,TRACON000001,test,,
TRAMEA000431,TRACON000002,maintenance,,
TRAMEA000432,TRACON000001,test,,
TRAMEA000432,TRACON000002,maintenance,,
TRAMEA000433,TRACON000001,test,,
TRAMEA000433,TRACON000002,maintenance,,
TRAMEA000434,TRACON000001,test,,
TRAMEA000434,TRACON000002,maintenance,,
TRAMEA000435,TRACON000001,test,,
TRAMEA000435,TRACON000002,maintenance,,
TRAMEA000436,TRACON000001,test,,
TRAMEA000436,TRACON000002,maintenance,,
TRAMEA000437,TRACON000001,test,,
TRAMEA000437,TRACON000002,maintenance,,
TRAMEA000438,TRACON000001,test,,
TRAMEA000438,TRACON000002,maintenance,,
TRAMEA000439,TRACON000001,test,,
TRAMEA000439,TRACON000002,maintenance,,
TRAMEA000440,TRACON000001,test,,
TRAMEA000440,TRACON000002,maintenance,,
TRAMEA000441,TRACON000001,test,,
TRAMEA000441,TRACON000002,maintenance,,
TRAMEA000442,TRACON000001,test,,
TRAMEA000442,TRACON000002,maintenance,,
TRAMEA000443,TRACON000001,test,,
TRAMEA000443,TRACON000002,maintenance,,
TRAMEA000444,TRACON000001,test,,
TRAMEA000444,TRACON000002,maintenance,,
TRAMEA000445,TRACON000001,test,,
TRAMEA000445,TRACON000002,maintenance,,
TRAMEA000446,TRACON000001,test,,
TRAMEA000446,TRACON000002,maintenance,,
TRAMEA000447,TRACON000001,test,,
TRAMEA000447,TRACON000002,maintenance,,
TRAMEA000448,TRACON000001,test,,
TRAMEA000448,TRACON000002,maintenance,,
TRAMEA000449,TRACON000001,test,,
TRAMEA000449,TRACON000002,maintenance,,
TRAMEA000450,TRACON000001,test,,
TRAMEA000450,TRACON000002,maintenance,,
TRAMEA000451,TRACON000001,test,,
TRAMEA000451,TRACON000002,maintenance,,
TRAMEA000452,TRACON000001,test,,
TRAMEA000452,TRACON000002,maintenance,,
TRAMEA000453,TRACON000001,test,,
TRAMEA000453,TRACON000002,maintenance,,
TRAMEA000454,TRACON000001,test,,
TRAMEA000454,TRACON000002,maintenance,,
TRAMEA000455,TRACON000001,test,,
TRAMEA000455,TRACON000002,maintenance,,
TRAMEA000456,TRACON000001,test,,
TRAMEA000456,TRACON000002,maintenance,,
TRAMEA000457,TRACON000001,test,,
TRAMEA000457,TRACON000002,maintenance,,
TRAMEA000458,TRACON000001,test,,
TRAMEA000458,TRACON000002,maintenance,,
TRAMEA000459,TRACON000001,test,,
TRAMEA000459,TRACON000002,maintenance,,
TRAMEA000460,TRACON000001,test,,
TRAMEA000460,TRACON000002,maintenance,,
TRAMEA000461,TRACON000001,test,,
TRAMEA000461,TRACON000002,maintenance,,
TRAMEA000462,TRACON000001,test,,
TRAMEA000462,TRACON000002,maintenance,,
TRAMEA000463,TRACON000001,test,,
TRAMEA000463,TRACON000002,maintenance,,
TRAMEA000464,TRACON000001,test,,
TRAMEA000464,TRACON000002,maintenance,,
TRAMEA000465,TRACON000001,test,,
TRAMEA000465,TRACON000002,maintenance,,
TRAMEA000466,TRACON000001,test,,
TRAMEA000466,TRACON000002,maintenance,,
TRAMEA000467,TRACON000001,test,,
TRAMEA000467,TRACON000002,maintenance,,
TRAMEA000468,TRACON000001,test,,
TRAMEA000468,TRACON000002,maintenance,,
TRAMEA000469,TRACON000001,test,,
TRAMEA000469,TRACON000002,maintenance,,
TRAMEA000470,TRACON000001,test,,
TRAMEA000470,TRACON000002,maintenance,,
TRAMEA000471,TRACON000001,test,,
TRAMEA000471,TRACON000002,maintenance,,
TRAMEA000472,TRACON000001,test,,
TRAMEA000472,TRACON000002,maintenance,,
TRAMEA000473,TRACON000001,test,,
TRAMEA000473,TRACON000002,maintenance,,
TRAMEA000474,TRACON000001,test,,
TRAMEA000474,TRACON000002,maintenance,,
TRAMEA000475,TRACON000001,test,,
TRAMEA000475,TRACON000002,maintenance,,
TRAMEA000476,TRACON000001,test,,
TRAMEA000476,TRACON000002,maintenance,,
TRAMEA000477,TRACON000001,test,,
TRAMEA000477,TRACON000002,maintenance,,
TRAMEA000478,TRACON000001,test,,
TRAMEA000478,TRACON000002,maintenance,,
TRAMEA000479,TRACON000001,test,,
TRAMEA000479,TRACON000002,maintenance,,
TRAMEA000480,TRACON000001,test,,
TRAMEA000480,TRACON000002,maintenance,,
TRAMEA000481,TRACON000001,test,,
TRAMEA000481,TRACON000002,maintenance,,
TRAMEA000482,TRACON000001,test,,
TRAMEA000482,TRACON000002,maintenance,,
TRAMEA000483,TRACON000001,test,,
TRAMEA000483,TRACON000002,maintenance,,
TRAMEA000484,TRACON000001,test,,
TRAMEA000484,TRACON000002,maintenance,,
TRAMEA000485,TRACON000001,test,,
TRAMEA000485,TRACON000002,maintenance,,
TRAMEA000486,TRACON000001,test,,
TRAMEA000486,TRACON000002,maintenance,,
TRAMEA000487,TRACON000001,test,,
TRAMEA000487,TRACON000002,maintenance,,
TRAMEA000488,TRACON000001,test,,
TRAMEA000488,TRACON000002,maintenance,,
TRAMEA000489,TRACON000001,test,,
TRAMEA000489,TRACON000002,maintenance,,
TRAMEA000490,TRACON000001,test,,
TRAMEA000490,TRACON000002,maintenance,,
TRAMEA000491,TRACON000001,test,,
TRAMEA000491,TRACON000002,maintenance,,
TRAMEA000492,TRACON000001,test,,
TRAMEA000492,TRACON000002,maintenance,,
TRAMEA000493,TRACON000001,test,,
TRAMEA000493,TRACON000002,maintenance,,
TRAMEA000494,TRACON000001,test,,
TRAMEA000494,TRACON000002,maintenance,,
TRAMEA000495,TRACON000001,test,,
TRAMEA000495,TRACON000002,maintenance,,
TRAMEA000496,TRACON000001,test,,
TRAMEA000496,TRACON000002,maintenance,,
TRAMEA000497,TRACON000001,test,,
TRAMEA000497,TRACON000002,maintenance,,
TRAMEA000498,TRACON000001,test,,
TRAMEA000498,TRACON000002,maintenance,,
TRAMEA000499,TRACON000001,test,,
TRAMEA000499,TRACON000002,maintenance,,
TRAMEA000500,TRACON000001,test,,
TRAMEA000500,TRACON000002,maintenance,,
TRAMEA000501,TRACON000001,test,,
TRAMEA000501,TRACON000002,maintenance,,
TRAMEA000502,TRACON000001,test,,
TRAMEA000502,TRACON000002,maintenance,,
TRAMEA000503,TRACON000001,test,,
TRAMEA000503,TRACON000002,maintenance,,
TRAMEA000504,TRACON000001,test,,
TRAMEA000504,TRACON000002,maintenance,,
TRAMEA000505,TRACON000001,test,,
TRAMEA000505,TRACON000002,maintenance,,
TRAMEA000506,TRACON000001,test,,
TRAMEA000506,TRACON000002,maintenance,,
TRAMEA000507,TRACON000001,test,,
TRAMEA000507,TRACON000002,maintenance,,
TRAMEA000508,TRACON000001,test,,
TRAMEA000508,TRACON000002,maintenance,,
TRAMEA000509,TRACON000001,test,,
TRAMEA000509,TRACON000002,maintenance,,
TRAMEA000510,TRACON000001,test,,
TRAMEA000510,TRACON000002,maintenance,,
TRAMEA000511,TRACON000001,test,,
TRAMEA000511,TRACON000002,maintenance,,
TRAMEA000512,TRACON000001,test,,
TRAMEA000512,TRACON000002,maintenance,,
TRAMEA000513,TRACON000001,test,,
TRAMEA000513,TRACON000002,maintenance,,
TRAMEA000514,TRACON000001,test,,
TRAMEA000514,TRACON000002,maintenance,,
TRAMEA000515,TRACON000001,test,,
TRAMEA000515,TRACON000002,maintenance,,
TRAMEA000516,TRACON000001,test,,
TRAMEA000516,TRACON000002,maintenance,,
TRAMEA000517,TRACON000001,test,,
TRAMEA000517,TRACON000002,maintenance,,
TRAMEA000518,TRACON000001,test,,
TRAMEA000518,TRACON000002,maintenance,,
TRAMEA000519,TRACON000001,test,,
TRAMEA000519,TRACON000002,maintenance,,
TRAMEA000520,TRACON000001,test,,
TRAMEA000520,TRACON000002,maintenance,,
TRAMEA000521,TRACON000001,test,,
TRAMEA000521,TRACON000002,maintenance,,
TRAMEA000522,TRACON000001,test,,
TRAMEA000522,TRACON000002,maintenance,,
TRAMEA000523,TRACON000001,test,,
TRAMEA000523,TRACON000002,maintenance,,
TRAMEA000524,TRACON000001,test,,
TRAMEA000524,TRACON000002,maintenance,,
TRAMEA000525,TRACON000001,test,,
TRAMEA000525,TRACON000002,maintenance,,
TRAMEA000526,TRACON000001,test,,
TRAMEA000526,TRACON000002,maintenance,,
TRAMEA000527,TRACON000001,test,,
TRAMEA000527,TRACON000002,maintenance,,
TRAMEA000528,TRACON000001,test,,
TRAMEA000528,TRACON000002,maintenance,,
TRAMEA000529,TRACON000001,test,,
TRAMEA000529,TRACON000002,maintenance,,
TRAMEA000530,TRACON000001,test,,
TRAMEA000530,TRACON000002,maintenance,,
TRAMEA000531,TRACON000001,test,,
TRAMEA000531,TRACON000002,maintenance,,
TRAMEA000532,TRACON000001,test,,
TRAMEA000532,TRACON000002,maintenance,,
TRAMEA000533,TRACON000001,test,,
TRAMEA000533,TRACON000002,maintenance,,
TRAMEA000534,TRACON000001,test,,
TRAMEA000534,TRACON000002,maintenance,,
TRAMEA000535,TRACON000001,test,,
TRAMEA000535,TRACON000002,maintenance,,
TRAMEA000536,TRACON000001,test,,
TRAMEA000536,TRACON000002,maintenance,,
TRAMEA000537,TRACON000001,test,,
TRAMEA000537,TRACON000002,maintenance,,
TRAMEA000538,TRACON000001,test,,
TRAMEA000538,TRACON000002,maintenance,,
TRAMEA000539,TRACON000001,test,,
TRAMEA000539,TRACON000002,maintenance,,
TRAMEA000540,TRACON000001,test,,
TRAMEA000540,TRACON000002,maintenance,,
TRAMEA000541,TRACON000001,test,,
TRAMEA000541,TRACON000002,maintenance,,
TRAMEA000542,TRACON000001,test,,
TRAMEA000542,TRACON000002,maintenance,,
TRAMEA000543,TRACON000001,test,,
TRAMEA000543,TRACON000002,maintenance,,
TRAMEA000544,TRACON000001,test,,
TRAMEA000544,TRACON000002,maintenance,,
TRAMEA000545,TRACON000001,test,,
TRAMEA000545,TRACON000002,maintenance,,
TRAMEA000546,TRACON000001,test,,
TRAMEA000546,TRACON000002,maintenance,,
TRAMEA000547,TRACON000001,test,,
TRAMEA000547,TRACON000002,maintenance,,
TRAMEA000548,TRACON000001,test,,
TRAMEA000548,TRACON000002,maintenance,,
TRAMEA000549,TRACON000001,test,,
TRAMEA000549,TRACON000002,maintenance,,
TRAMEA000550,TRACON000001,test,,
TRAMEA000550,TRACON000002,maintenance,,
TRAMEA000551,TRACON000001,test,,
TRAMEA000551,TRACON000002,maintenance,,
TRAMEA000552,TRACON000001,test,,
TRAMEA000552,TRACON000002,maintenance,,
TRAMEA000553,TRACON000001,test,,
TRAMEA000553,TRACON000002,maintenance,,
TRAMEA000554,TRACON000001,test,,
TRAMEA000554,TRACON000002,maintenance,,
TRAMEA000555,TRACON000001,test,,
TRAMEA000555,TRACON000002,maintenance,,
TRAMEA000556,TRACON000001,test,,
TRAMEA000556,TRACON000002,maintenance,,
TRAMEA000557,TRACON000001,test,,
TRAMEA000557,TRACON000002,maintenance,,
TRAMEA000558,TRACON000001,test,,
TRAMEA000558,TRACON000002,maintenance,,
TRAMEA000559,TRACON000001,test,,
TRAMEA000559,TRACON000002,maintenance,,
TRAMEA000560,TRACON000001,test,,
TRAMEA000560,TRACON000002,maintenance,,
TRAMEA000561,TRACON000001,test,,
TRAMEA000561,TRACON000002,maintenance,,
TRAMEA000562,TRACON000001,test,,
TRAMEA000562,TRACON000002,maintenance,,
TRAMEA000563,TRACON000001,test,,
TRAMEA000563,TRACON000002,maintenance,,
TRAMEA000564,TRACON000001,test,,
TRAMEA000564,TRACON000002,maintenance,,
TRAMEA000565,TRACON000001,test,,
TRAMEA000565,TRACON000002,maintenance,,
TRAMEA000566,TRACON000001,test,,
TRAMEA000566,TRACON000002,maintenance,,
TRAMEA000567,TRACON000001,test,,
TRAMEA000567,TRACON000002,maintenance,,
TRAMEA000568,TRACON000001,test,,
TRAMEA000568,TRACON000002,maintenance,,
TRAMEA000569,TRACON000001,test,,
TRAMEA000569,TRACON000002,maintenance,,
TRAMEA000570,TRACON000001,test,,
TRAMEA000570,TRACON000002,maintenance,,
TRAMEA000571,TRACON000001,test,,
TRAMEA000571,TRACON000002,maintenance,,
TRAMEA000572,TRACON000001,test,,
TRAMEA000572,TRACON000002,maintenance,,
TRAMEA000573,TRACON000001,test,,
TRAMEA000573,TRACON000002,maintenance,,
TRAMEA000574,TRACON000001,test,,
TRAMEA000574,TRACON000002,maintenance,,
TRAMEA000575,TRACON000001,test,,
TRAMEA000575,TRACON000002,maintenance,,
TRAMEA000576,TRACON000001,test,,
TRAMEA000576,TRACON000002,maintenance,,
TRAMEA000577,TRACON000001,test,,
TRAMEA000577,TRACON000002,maintenance,,
TRAMEA000578,TRACON000001,test,,
TRAMEA000578,TRACON000002,maintenance,,
TRAMEA000579,TRACON000001,test,,
TRAMEA000579,TRACON000002,maintenance,,
TRAMEA000580,TRACON000001,test,,
TRAMEA000580,TRACON000002,maintenance,,
TRAMEA000581,TRACON000001,test,,
TRAMEA000581,TRACON000002,maintenance,,
TRAMEA000582,TRACON000001,test,,
TRAMEA000582,TRACON000002,maintenance,,
TRAMEA000583,TRACON000001,test,,
TRAMEA000583,TRACON000002,maintenance,,
TRAMEA000584,TRACON000001,test,,
TRAMEA000584,TRACON000002,maintenance,,
TRAMEA000585,TRACON000001,test,,
TRAMEA000585,TRACON000002,maintenance,,
TRAMEA000586,TRACON000001,test,,
TRAMEA000586,TRACON000002,maintenance,,
TRAMEA000587,TRACON000001,test,,
TRAMEA000587,TRACON000002,maintenance,,
TRAMEA000588,TRACON000001,test,,
TRAMEA000588,TRACON000002,maintenance,,
TRAMEA000589,TRACON000001,test,,
TRAMEA000589,TRACON000002,maintenance,,
TRAMEA000590,TRACON000001,test,,
TRAMEA000590,TRACON000002,maintenance,,
TRAMEA000591,TRACON000001,test,,
TRAMEA000591,TRACON000002,maintenance,,
TRAMEA000592,TRACON000001,test,,
TRAMEA000592,TRACON000002,maintenance,,
TRAMEA000593,TRACON000001,test,,
TRAMEA000593,TRACON000002,maintenance,,
TRAMEA000594,TRACON000001,test,,
TRAMEA000594,TRACON000002,maintenance,,
TRAMEA000595,TRACON000001,test,,
TRAMEA000595,TRACON000002,maintenance,,
TRAMEA000596,TRACON000001,test,,
TRAMEA000596,TRACON000002,maintenance,,
TRAMEA000597,TRACON000001,test,,
TRAMEA000597,TRACON000002,maintenance,,
TRAMEA000598,TRACON000001,test,,
TRAMEA000598,TRACON000002,maintenance,,
TRAMEA000599,TRACON000001,test,,
TRAMEA000599,TRACON000002,maintenance,,
TRAMEA000600,TRACON000001,test,,
TRAMEA000600,TRACON000002,maintenance,,
TRAMEA000601,TRACON000001,test,,
TRAMEA000601,TRACON000002,maintenance,,
TRAMEA000602,TRACON000001,test,,
TRAMEA000602,TRACON000002,maintenance,,
TRAMEA000603,TRACON000001,test,,
TRAMEA000603,TRACON000002,maintenance,,
TRAMEA000604,TRACON000001,test,,
TRAMEA000604,TRACON000002,maintenance,,
TRAMEA000605,TRACON000001,test,,
TRAMEA000605,TRACON000002,maintenance,,
TRAMEA000606,TRACON000001,test,,
TRAMEA000606,TRACON000002,maintenance,,
TRAMEA000607,TRACON000001,test,,
TRAMEA000607,TRACON000002,maintenance,,
TRAMEA000608,TRACON000001,test,,
TRAMEA000608,TRACON000002,maintenance,,
TRAMEA000609,TRACON000001,test,,
TRAMEA000609,TRACON000002,maintenance,,
TRAMEA000610,TRACON000001,test,,
TRAMEA000610,TRACON000002,maintenance,,
TRAMEA000611,TRACON000001,test,,
TRAMEA000611,TRACON000002,maintenance,,
TRAMEA000612,TRACON000001,test,,
TRAMEA000612,TRACON000002,maintenance,,
TRAMEA000613,TRACON000001,test,,
TRAMEA000613,TRACON000002,maintenance,,
TRAMEA000614,TRACON000001,test,,
TRAMEA000614,TRACON000002,maintenance,,
TRAMEA000615,TRACON000001,test,,
TRAMEA000615,TRACON000002,maintenance,,
TRAMEA000616,TRACON000001,test,,
